;job_title;job_type;location;median_salary
1261;entry level network admin  engineer;Full Time;Philadelphia, PA 19103;72000.0
1268;worksoft automation tester;Full Time;Philadelphia, PA 19111;72000.0
1269;oracle plsql developer;Full Time;Birmingham, AL 35204;134400.0
1274;sr windowsad and vmware administrator;nan;Mclean, VA 22101;115200.0
1276;network administratorsystems operations;Full Time;Santa Barbara, CA 93110;52000.0
1278;customer service representative;Full Time;Lodi, CA 95240;52000.0
1279;public cloud billing system architect;Full Time;Bellevue, WA 98004;32640.0
1281;quality assurance technician iii;Full Time;Wilmington, NC 28405;81600.0
1286;director  systems administration;Full Time;Orem, UT 84058;124800.0
1287;bi analyst manager;Full Time;San Francisco, CA 94101;52000.0
1288;pc and mac field technicians;;Memphis, TN 38105;57600.0
1289;network technician;Full Time;Socorro, NM 87801;108480.0
1290;erp project manager;Full Time;Saint Louis, MO 63101;72000.0
1294;pc and mac field technicians;;Columbia, SC 29208;57600.0
1296;senior consultant agribusiness;Full Time;Hoffman Estates, IL 60169;75840.0
1297;hadoop administrator;Full Time;Schaumburg, IL 60159;75840.0
1299;validation test manager with life sciences domain;Full Time;Foster City, CA 94404;52000.0
1303;system management support  systems administrator;Full Time;Sumter, SC 29150;44640.0
1305;casino analytics lead;Full Time;Miami, FL 33132;58560.0
1306;genius  technical customer service;Full Time;Monterey, CA 93940;52000.0
1311;senior compliance analyst;Full Time;Monroe, LA 71203;91200.0
1312;it operations technical support;Full Time;Monroe, LA 71203;91200.0
1316;senior lead technology recruiter;Full Time;Monroe, LA 71203;91200.0
1321;production application support;Full Time;Tampa, FL 33607;58560.0
1322;sr vice president of it;Full Time;Onalaska, WI 54650;7440.0
1324;senior lead salesforce  senior java developer;Full Time;Dallas, TX 75063;71040.0
1325;vulnerability assessment technician;Full Time;San Antonio, TX 78201;71040.0
1326;project manager;Full Time;Sacramento, CA 94203;52000.0
1334;web production technical specialist;Full Time;Sacramento, CA 95833;52000.0
1336;senior software engineer;Full Time;San Antonio, TX 78249;211200.0
1337;sr analyst;Full Time;Monroe, LA 71203;91200.0
1338;bilingual spanish it help desk technician;Full Time;Coppell, TX 75019;71040.0
1339;solutions engineer;Full Time;Hoffman Estates, IL 60169;75840.0
1342;sr lease analyst;Full Time;Monroe, LA 71203;91200.0
1347;hr generalist;Full Time;Pleasanton, CA 94588;52000.0
1349;data center facilities support engineer;Full Time;Durham, NC 27713;81600.0
1352;software engineer  medical devicequality systemproduct development;Full Time;Deerfield, IL 60015;105600.0
1359;windows senior systems engineer;Full Time;Little Falls, NJ 07424;79200.0
1363;msbi  ssisssrs developer;Full Time;Neenah, WI 54956;43200.0
1364;microstrategy architect  admin;Full Time;Bridgewater, NJ 08807;79200.0
1366;customer service representative;Full Time;Minneapolis, MN 55425;72000.0
1369;product manager;Full Time;Raleigh, NC 27601;81600.0
1370;pc and mac field technicians;;Green Bay, WI 54311;57600.0
1372;contingent workforce analyst ii;Full Time;Monroe, LA 71203;91200.0
1380;quality management microbiologist;Full Time;Emeryville, CA 94608;52000.0
1384;controls engineer  plc programmingallen bradleyautocad;Full Time;Atlanta, GA 30377;134400.0
1385;recovery  asis area coworker;Part Time;Robinson Township, PA 15205;72000.0
1386;assistant store manager;nan;Seattle, WA 98188;32640.0
1387;controls engineer  plchmihigh speed manufacturing;Full Time;Augusta, GA 30909;172800.0
1388;entry level retail sales     weekly base pay  bonuses;Full Time;Buffalo, NY 14211;76800.0
1389;sales management trainee;Full Time;Laurel, MD 20707;128160.0
1390;forestrywildlife  resource conservationist;Full Time;Oneill, NE 68763;33600.0
1392;sr analytical development chemist;Full Time;Houston, TX 77054;71040.0
1394;controls technician  automotiveplcrobotic technician;Full Time;Lexington, KY 40503;54720.0
1397;rd chemist;Full Time;High Pnt, NC 27260;81600.0
1398;field account manager  division leaders wanted;Full Time;Philadelphia, PA 19127;72000.0
1399;retail sales support manager;nan;Seattle, WA 98101;32640.0
1400;metals prep technician paying up to;Full Time;Los Angeles, CA 90017;52000.0
1402;event coordinator;Full Time;Plymouth Meeting, PA 19462;72000.0
1404;marketing sales and branding associate for expanding firm;Full Time;Zion, IL 60085;75840.0
1408;statisticianbayesian;Full Time;Bridgewater, NJ 08807;288000.0
1412;controls engineer  plcroboticselectrical;Full Time;Flint, MI 48506;172800.0
1414;merchandising specialist;Part Time;Asheville, NC 28805;81600.0
1415;sales management trainee;Full Time;San Diego, CA 92123;52000.0
1418;applied mathematician analytic modeling;Full Time;Columbia, MD 21044;128160.0
1420;laboratory technician;Full Time;Framingham, MA 01702;100800.0
1425;quality control scientist;Full Time;East Durham, NC 27703;55680.0
1426;medical technologist;Full Time;South San Francisco, CA 94080;43200.0
1428;area business specialist overlay;Full Time;Charlotte, NC 28201;81600.0
1430;hiring  entry level sales reps  retail  customer service;Full Time;Buffalo, NY 14227;76800.0
1434;retail marketing  sales representative  management development;Full Time;Akron, OH 44319;73920.0
1435;client manager;Full Time;San Francisco, CA 94105;52000.0
1436;receptionistbdc representative;Full Time;Brandon, FL 33509;21120.0
1437;controls engineer  plcautomation engineervfd;Full Time;Canton, OH 44701;144000.0
1438;operations research analyst;Full Time;Aberdeen, MD 21005;128160.0
1440;principle epidemiologist;Full Time;Durham, NC 27703;81600.0
1441;entry level sales  business trainee;Full Time;Philadelphia, PA 19127;72000.0
1442;controls engineer  plc programmingallen bradleyautocad;Full Time;Chesterton, IN 46304;144000.0
1443;team sports retail sales associate;nan;Naples, FL 34101;58560.0
1444;automotive service advisor;Full Time;Hampton, VA 23666;115200.0
1446;healthlink care coordinator;Full Time;Chattanooga, TN 37421;35520.0
1450;project manager;Full Time;Chattanooga, TN 37421;67200.0
1455;entry level sales and sales management;Full Time;Johnson City, TN 37601;35520.0
1457;marketing sales associates;Full Time;Fresno, CA 93727;52000.0
1460;full time customer service  sales support;Full Time;Rancho Cucamonga, CA 91739;52000.0
1461;events  public relations assistant;Full Time;Orlando, FL 32809;58560.0
1463;entry level marketing and promotions;Full Time;Tupelo, MS 38801;134400.0
1466;senior analyst audit  capa;Full Time;Fort Mill, SC 29715;44640.0
1469;jr account manager  event planner  entry level  needed immediately;Full Time;Phoenix, AZ 85029;42240.0
1470;pharmacy care coordinator;Full Time;Frisco, TX 75034;71040.0
1471;promotional sales representative;Full Time;Orlando, FL 32804;58560.0
1477;quality engineer  new program development;Full Time;Jackson, MI 49202;78720.0
1478;qa tester  hp quality center;Full Time;Minneapolis, MN 55415;72000.0
1479;crothall;Full Time;Monroe, LA 71201;91200.0
1487;quality supervisor  manufacturingcomplianceaudits;Full Time;Fresno, CA 93650;62400.0
1488;safety engineer  nasa assembly  test operationssite;Full Time;Sandusky, OH 44870;81600.0
1491;qa coordinator  sf;Full Time;San Fernando, CA 91340;52000.0
1494;quality technician;Full Time;Bingen, WA 98605;32640.0
1495;supplier quality engineer  supplier quality engineerleancontinuous improvementsupplier qualit;Full Time;Elkhart, IN 46515;148800.0
1499;engineerquality assurance  level  ndt;Full Time;Milledgeville, GA 31061;28800.0
1500;data analyst;Full Time;Plano, TX 75023;71040.0
1503;qaqc technician  ts quality;Full Time;Saint Clair Shores, MI 48082;72960.0
1504;icpms analystenvironmental chemistry;Full Time;Riverton, NJ 08077;79200.0
1505;qa specialist;Full Time;Columbus, OH 43223;73920.0
1508;senior resource manager;Full Time;Overland Park, KS 66202;76800.0
1511;associate safety  health consultant;Full Time;Orlando, FL 32817;58560.0
1513;senior qa test manager  coordinator;Full Time;Minneapolis, MN 55415;72000.0
1515;entry level laboratory assistant;;San Antonio, TX 78238;71040.0
1523;crothall;Full Time;Little Rock, AR 72201;43200.0
1524;safety manager  safetycomplianceosha;Full Time;Greenwood Village, CO 80112;165120.0
1526;siu;;Buffalo, NY 14202;76800.0
1527;safety manager  manufacturinghealth  safetyvpp;Full Time;Ghent, KY 41045;148800.0
1529;chemical technician;Full Time;San Diego, CA 92126;36480.0
1530;sr auditor;Full Time;La Jolla, CA 92037;52000.0
1539;quality control technician;Full Time;Onalaska, WI 54650;43200.0
1542;quality engineer;Full Time;Sunnyvale, CA 94086;52000.0
1543;test engineer midlevel;Full Time;Westford, MA 01886;100800.0
1544;quality assurance qa;Full Time;Orlando, FL 32821;58560.0
1546;quality;Full Time;Wichita, KS 67217;76800.0
1547;crothall;Full Time;Houston, TX 77001;71040.0
1549;crothall;Full Time;Akron, OH 44301;73920.0
1552;crothall;Full Time;Charlotte, NC 28201;81600.0
1553;qa tester;Full Time;Houston, TX 77056;71040.0
1555;quality engineer  quality engineer quality assurance quality performance metrics;Full Time;Elkhart, IN 46516;153600.0
1557;quality engineer;Full Time;Wichita, KS 67217;76800.0
1558;machine learner researcher;Full Time;Plymouth Meeting, PA 19462;72000.0
1561;app tester;Full Time;Reynoldsburg, OH 43068;73920.0
1563;auto parts counter;Full Time;Doylestown, PA 18901;72000.0
1564;managerassistant director;Full Time;Princeton, NJ 08542;79200.0
1577;quality assurance specialist iii;nan;West Chester, OH 45246;73920.0
1580;software test engineer;Full Time;Ann Arbor, MI 48108;78720.0
1582;safety engineer  iso apqpmechanical systems;Full Time;Pontiac, MI 48340;192000.0
1584;quality assurance analyst ii;Full Time;Plymouth, MN 55441;72000.0
1587;sorftware engineer net;Full Time;Louisville, KY 40223;172800.0
1595;director of quality assurance;Full Time;Augusta, GA 30901;6240.0
1600;siu;;Albany, NY 12202;76800.0
1605;as  quality assurance coordinator;Full Time;East Boston, MA 02128;100800.0
1608;quality assurance analyst  testing;Full Time;Charlotte, NC 28202;81600.0
1613;qa automation engineer selenium;Full Time;Piscataway, NJ 08854;79200.0
1616;public safety dispatcher;Full Time;Davenport, IA 52801;36480.0
1619;rd technician  bay area  up to;;Fremont, CA 94538;52000.0
1620;quality;Full Time;Woodstock, CT 06281;74400.0
1624;quality assurance and regulatory affairs specialist;Full Time;Marlboro, MA 01752;100800.0
1627;chemist;Full Time;Blair, NE 68008;33600.0
1629;quality assurance engineer;Full Time;Piscataway, NJ 08854;79200.0
1630;quality environmental health and safety engineer;Full Time;Wichita Falls, TX 76309;110400.0
1631;stratosphere quality;Full Time;FISHERS, IN 46037;83520.0
1636;senior change specialist;Full Time;Plymouth, MN 55441;72000.0
1640;qaqc technician  aql;Full Time;Jacksonville, FL 32202;30720.0
1645;qa tester;Full Time;Glendale, OH 45246;96000.0
1648;contracts administrative;Full Time;Auburn, CA 95603;52000.0
1654;automation test engineer;Full Time;Omaha, NE 68106;33600.0
1662;senior manager;Full Time;Overland Park, KS 66202;76800.0
1670;lead systems architect;Full Time;Westborough, MA 01581;100800.0
1671;crothall;Full Time;Charleston, SC 29401;44640.0
1678;technical account specialist;;Bentonville, AR 72712;43200.0
1684;safety manager;Full Time;Annapolis Junction, MD 20701;158400.0
1689;senior quality engineer  new program development;Full Time;Jackson, MI 49202;78720.0
1694;teller devon;Full Time;Devon-Berwyn, PA 19333;72000.0
1698;psychiatric case manager;Full Time;Houston, TX 77001;71040.0
1699;him coder ii  clinic;Full Time;Corpus Christi, TX 78414;71040.0
1703;certified medication aide  technician;Part Time;Colorado Springs, CO 80918;74880.0
1704;salad bar prep cook  dakota wesleyan univ;Full Time;Mitchell, SD 57301;30720.0
1712;catering worker  symantec;Full Time;Mountain View, CA 94043;52000.0
1713;route sales;Full Time;Columbus, OH 43215;73920.0
1714;catering worker  tennessee state univ;Part Time;Nashville, TN 37209;35520.0
1715;catering supervisor  walmart ecommerce;Full Time;San Bruno, CA 94066;52000.0
1723;certified medical assistant  clinic;Full Time;Corpus Christi, TX 78404;71040.0
1724;medical front desk receptionist;;Bossier City, LA 71111;91200.0
1725;licensed practical nurse  clinic;Full Time;Shreveport, LA 71115;91200.0
1728;physical therapy aide;Full Time;Pottstown, PA 19464;72000.0
1729;baker  einstein bros bagels  old dominion univ;Full Time;Norfolk, VA 23529;115200.0
1734;senior assistant restaurant manager;Full Time;Birmingham, AL 35216;134400.0
1739;registered nurse rn opportunity;Per Diem;Altoona, PA 16602;55680.0
1740;lead cook  chilis  university of central florida;Full Time;Orlando, FL 32816;58560.0
1745;maintenance supervisor  equipmentpmcorrective action;Full Time;Ottawa, IL 61350;110400.0
1757;corporate recruiter;Full Time;Chicago, IL 60604;75840.0
1758;technical recruiteraccount manager relationship manager;Full Time;Middlesex, NJ 08846;79200.0
1760;canadian payroll processor;Full Time;Dallas, TX 75201;46080.0
1764;account support rep asr level;;Atlanta, GA 30303;28800.0
1773;assistant county administrator;Full Time;Atlanta, GA 30303;28800.0
1778;senior architects;Full Time;Atlanta, GA 30303;28800.0
1779;van drivers wanted;Part Time;Atlanta, GA 30308;28800.0
1780;marketing representative;Full Time;Atlanta, GA 30093;28800.0
1781;assistant manager market management;Full Time;Atlanta, GA 30346;28800.0
1784;driver training;Full Time;Atlanta, GA 30303;28800.0
1788;communications and marketing coordinator entry level;Full Time;Atlanta, GA 30326;28800.0
1793;account coordinator;Full Time;Atlanta, GA 30319;28800.0
1798;ups technology software security supervisor;nan;Atlanta, GA 30328;28800.0
1804;promotions coordinator  marketing events  campaign development;Full Time;Atlanta, GA 30328;28800.0
1809;full time entry level management marketingsales;Full Time;Atlanta, GA 30342;28800.0
1814;marketing communications  business relations representative;Full Time;Atlanta, GA 30328;28800.0
1821;marketing representative  entry level  paid training;Full Time;Atlanta, GA 30346;28800.0
1825;trainertraining coordinator;Full Time;Atlanta, GA 30303;28800.0
1829;benefits professional;Full Time;Atlanta, GA 30312;28800.0
1830;immunoassay bioanalytical project manager;Full Time;Marietta, GA 30008;28800.0
1837;web developer;;Williams Street, GA 30303;28800.0
